race_id,win_market_id
29471363.1816,162416683
29471363.1844,162416686
29471363.1912,162416689
29471363.1940,162416692
29471363.2008,162416695
29492493.2300,162842713
29492493.2322,162842716
29492493.2344,162842719
29492493.0006,162842722
29492493.0028,162842725
29492493.0050,162842728
29492493.0112,162842731
29492493.0134,162842734
29492493.0156,162842737
29471368.2050,162416828
29471368.2120,162416829
29471368.2150,162416830
29471368.2220,162416831
29471368.2250,162416832
29471368.2320,162416833
29471368.2350,162416834
29471368.0020,162416835
29479655.1932,162588870
29479655.2004,162588873
29479655.2035,162588876
29479655.2208,162588885
29479655.2239,162588888
29492501.0007,162842843
29492501.0035,162842846
29492501.0103,162842849
29492501.0131,162842852
29492501.0159,162842855
29492501.0227,162842858
29474152.1430,162474212
29492501.0255,162842861
29500343.1050,163014887
29492501.0323,162842864
29500343.1125,163014889
29492501.0351,162842867
29500343.1200,163014891
29500343.1245,163014893
29474152.1530,162474222
29500343.1355,163014897
29474152.1600,162474227
29471373.1715,162416890
29500343.1505,163014901
29471373.1747,162416893
29474154.1310,162474234
29471373.1811,162416896
29471373.1837,162416899
29471373.1904,162416902
29474154.1340,162474239
29471373.1931,162416905
29471373.1957,162416908
29474154.1440,162474249
29471373.2026,162416911
29471373.2053,162416914
29474154.1510,162474254
29471373.2120,162416917
29474154.1540,162474259
29474154.1610,162474264
29495562.1615,162900253
29495562.1645,162900258
29495562.1715,162900263
29495562.1745,162900268
29495562.1815,162900273
29495562.1845,162900278
29495562.1915,162900283
29495562.1945,162900288
29468836.1130,162376027
29468836.1205,162376029
29468836.1245,162376031
29468836.1320,162376033
29468836.1355,162376035
29468836.1430,162376037
29468836.1505,162376039
29468836.1540,162376041
29479670.2300,162589035
29479670.2330,162589038
29479670.2357,162589041
29479670.0025,162589044
29475934.1240,162498933
29479670.0053,162589047
29475934.1310,162498938
29479670.0121,162589050
29479670.0149,162589053
29475934.1345,162498943
29479670.0217,162589056
29475934.1415,162498948
29475934.1445,162498953
29475934.1520,162498958
29475934.1550,162498963
29486278.1715,162687416
29486278.1747,162687419
29486278.1811,162687422
29486278.1837,162687425
29486278.1904,162687428
29486278.1931,162687431
29486278.1957,162687434
29486278.2026,162687437
29486278.2053,162687440
29486278.2120,162687443
29496362.0007,162925020
29468850.1035,162376156
29496362.0035,162925023
29468850.1115,162376158
29496362.0103,162925026
29468850.1150,162376160
29496362.0131,162925029
29468850.1227,162376162
29496362.0159,162925032
29468850.1302,162376164
29496362.0227,162925035
29468850.1337,162376166
29496362.0255,162925038
29468850.1412,162376168
29496362.0323,162925041
29471384.2300,162417138
29496362.0351,162925044
29471384.2322,162417141
29471384.2344,162417144
29471384.0006,162417147
29471384.0028,162417150
29486285.1720,162687488
29471384.0050,162417153
29486285.1748,162687491
29471384.0112,162417156
29486285.1816,162687494
29471384.0134,162417159
29486285.1844,162687497
29471384.0156,162417162
29486285.1912,162687500
29486285.1940,162687503
29486285.2008,162687506
29486285.2036,162687509
29486311.2300,162687530
29486311.2322,162687533
29486311.2344,162687536
29486311.0006,162687539
29486311.0028,162687542
29486311.0050,162687545
29486311.0112,162687548
29498583.2222,162970819
29501760.1540,163049180
29503883.1827,163120370
29500681.1700,163018365
29486315.1655,162687653
29501760.1300,163049155
29503883.2203,163120394
29504002.1655,163121305
29486315.1722,162687656
29486315.1749,162687659
29486315.1816,162687662
29500681.1733,163018366
29486315.1843,162687665
29486315.1910,162687668
29486315.1937,162687671
29499726.1250,162998969
29491184.1115,162818748
29486315.2004,162687674
29499726.1320,162998974
29491184.1145,162818753
29499726.1350,162998979
29491184.1215,162818758
29499726.1425,162998984
29500681.1804,163018367
29491184.1245,162818763
29499726.1500,162998989
29491184.1320,162818768
29499726.1530,162998994
29491184.1350,162818773
29499726.1605,162998999
29491184.1425,162818778
29499726.1635,162999004
29491184.1455,162818783
29463818.1900,162319077
29500681.1835,163018368
29471394.1655,162417389
29471394.1722,162417392
29471394.1749,162417395
29471394.1816,162417398
29471394.1843,162417401
29471394.1910,162417404
29471394.1937,162417407
29483564.1723,162655213
29471394.2004,162417410
29500681.1907,163018369
29500681.1939,163018370
29463818.2004,162319147
29491201.1300,162818892
29467197.1900,162343758
29488198.1715,162728783
29488198.1745,162728784
29488198.1815,162728785
29488198.1845,162728786
29488198.1915,162728787
29488198.1945,162728788
29488198.2015,162728789
29488198.2045,162728790
29467197.1933,162343759
29467197.2004,162343760
29491201.1330,162818897
29467197.2036,162343761
29467197.2108,162343762
29467197.2140,162343763
29467197.2244,162343765
29491201.1405,162818902
29491201.1440,162818907
29491201.1510,162818912
29491201.1545,162818917
29480847.1550,162605925
29463818.2036,162319208
29491201.1620,162818922
29480847.1625,162605930
29483564.2114,162655234
29467202.2300,162343790
29480847.1700,162605935
29467202.2330,162343793
29467202.2357,162343796
29480847.1730,162605940
29467202.0025,162343799
29480847.1800,162605945
29467202.0053,162343802
29467202.0121,162343805
29467202.0217,162343811
29480847.1935,162605960
29488201.1710,162728849
29488201.1831,162728852
29488201.1858,162728853
29488201.1737,162728850
29488201.1804,162728851
29488201.1925,162728854
29488201.2019,162728856
29488201.1952,162728855
29488201.2046,162728857
29480854.1320,162605975
29480854.1355,162605980
29480854.1430,162605985
29463856.1815,162319270
29480854.1505,162605990
29480854.1540,162605995
29480854.1615,162606000
29475040.1710,162491318
29475040.1737,162491319
29475040.1804,162491320
29475040.1831,162491321
29475040.1858,162491322
29475040.1925,162491323
29475040.1952,162491324
29475040.2019,162491325
29475045.1720,162491335
29475045.1748,162491338
29475045.1816,162491341
29475045.1844,162491344
29475045.1912,162491347
29480428.1215,162597846
29475045.1940,162491350
29475045.2008,162491353
29480428.1250,162597851
29475045.2036,162491356
29480428.1320,162597856
29475052.2300,162491364
29480428.1355,162597861
29475052.2322,162491367
29483564.1625,162655207
29480428.1425,162597866
29480428.1455,162597871
29483564.1654,162655210
29475052.2344,162491370
29480428.1530,162597876
29483564.1752,162655216
29480428.1605,162597881
29483564.1824,162655219
29475052.0050,162491379
29494347.2300,162884605
29483564.1856,162655222
29475052.0112,162491382
29483564.1928,162655225
29475052.0134,162491385
29475052.0156,162491388
29483564.2000,162655228
29483564.2034,162655231
29479727.1815,162589705
29479727.1915,162589707
29479727.1945,162589708
29483564.2148,162655237
29494347.0025,162884614
29494347.0053,162884617
29479727.1845,162589706
29494347.0121,162884620
29479727.2015,162589709
29483564.2244,162655243
29479727.2045,162589710
29494347.0149,162884623
29475075.1655,162491414
29494347.0217,162884626
29475075.1722,162491417
29475075.1749,162491420
29475075.1816,162491423
29475075.1843,162491426
29475075.1910,162491429
29475075.1937,162491432
29479730.1804,162589735
29475075.2004,162491435
29479730.1831,162589736
29479730.1858,162589737
29479730.1925,162589738
29479730.2019,162589740
29479732.2200,162589749
29479732.2227,162589752
29479732.2325,162589758
29479732.2354,162589761
29479732.0023,162589764
29479732.0120,162589770
29479732.0052,162589767
29479739.0007,162589779
29479739.0035,162589782
29479739.0103,162589785
29479739.0131,162589788
29479739.0159,162589791
29479739.0227,162589794
29479739.0255,162589797
29479739.0323,162589800
29479739.0351,162589803
29480879.1225,162606190
29480879.1300,162606197
29477516.1804,162542940
29480879.1340,162606204
29477516.1831,162542941
29480879.1415,162606211
29480879.1450,162606218
29480879.1525,162606225
29480879.1555,162606232
29480879.1630,162606239
29491553.1415,162821382
29483591.1700,162655440
29483591.1733,162655441
29483591.1806,162655442
29483591.1912,162655444
29483591.1839,162655443
29483591.2018,162655446
29483591.2051,162655447
29483591.2124,162655448
29483591.2157,162655449
29504002.1722,163121308
29525330.1749,163585309
29483591.2230,162655450
29491553.1450,162821387
29467257.0140,162344179
29467257.0210,162344182
29467257.0238,162344185
29467257.0306,162344188
29467257.0334,162344191
29467257.0402,162344194
29467257.0430,162344197
29471399.1705,162417931
29471399.1740,162417934
29471399.1815,162417937
29491553.1555,162821397
29471399.1849,162417940
29471399.1928,162417943
29462571.1100,162262297
29471399.2005,162417946
29462571.1130,162262299
29471399.2043,162417949
29462571.1200,162262301
29462571.1230,162262303
29471399.2116,162417952
29462571.1300,162262305
29477459.2137,162541345
29471399.2149,162417955
29462571.1335,162262307
29462571.1410,162262309
29471399.2220,162417958
29462571.1440,162262311
29477459.2208,162541346
29471399.2249,162417961
29477459.2239,162541347
29462593.1250,162262333
29462593.1325,162262338
29462593.1400,162262343
29462593.1435,162262348
29462593.1510,162262353
29504032.1720,163121458
29524762.1305,163576280
29503883.1854,163120373
29504032.2036,163121479
29462593.1545,162262358
29462593.1620,162262363
29467268.2200,162344297
29488214.2300,162729324
29467268.2227,162344300
29462681.1630,162262382
29488214.2322,162729327
29467268.2255,162344303
29488214.2344,162729330
29488214.0006,162729333
29467268.2325,162344306
29488214.0028,162729336
29488214.0050,162729339
29467268.2354,162344309
29488214.0112,162729342
29462681.1730,162262392
29467268.0023,162344312
29488214.0134,162729345
29467268.0052,162344315
29488214.0156,162729348
29462681.1800,162262397
29467268.0120,162344318
29462681.1830,162262402
29462681.1900,162262407
29501733.1720,163048849
29462681.1930,162262412
29501733.1750,163048854
29497384.1310,162951683
29467289.0007,162344367
29467289.0035,162344370
29467289.0103,162344373
29467289.0131,162344376
29483601.2100,162655672
29497384.1345,162951688
29467289.0159,162344379
29483601.2129,162655675
29467289.0227,162344382
29483601.2158,162655678
29483601.2227,162655681
29467289.0255,162344385
29483601.2256,162655684
29467289.0323,162344388
29467289.0351,162344391
29483601.2324,162655687
29483601.0000,162655690
29483601.0035,162655693
29483601.0110,162655696
29497384.1420,162951693
29483601.0140,162655699
29483601.0215,162655702
29483601.0245,162655705
29497384.1455,162951698
29497384.1530,162951703
29497384.1605,162951708
29474377.1630,162483771
29474377.1700,162483776
29474377.1730,162483781
29474377.1800,162483786
29474377.1830,162483791
29474377.1900,162483796
29465388.1933,162319988
29465388.2004,162319989
29465388.1900,162319987
29465388.2212,162319993
29465388.2244,162319994
29465388.2036,162319990
29465388.2108,162319991
29465388.2140,162319992
29481349.1940,162614919
29481349.2013,162614922
29481349.2045,162614925
29481349.2115,162614928
29481349.2147,162614931
29481349.2218,162614934
29481349.2248,162614937
29481349.2317,162614940
29474383.1515,162483905
29501733.1920,163048869
29501733.1820,163048859
29501733.1850,163048864
29474383.1545,162483910
29474383.1615,162483915
29474383.1645,162483920
29474383.1715,162483925
29504002.1749,163121311
29474383.1745,162483930
29465405.2300,162320094
29474383.1815,162483935
29465405.2330,162320097
29465405.2357,162320100
29465405.0025,162320103
29465405.0053,162320106
29465405.0121,162320109
29465405.0149,162320112
29465405.0217,162320115
29494352.1250,162885385
29494352.1325,162885390
29494352.1400,162885395
29494352.1510,162885405
29494352.1435,162885400
29477459.1932,162541341
29477459.2004,162541342
29477459.2035,162541343
29477459.2106,162541344
29481397.1900,162615078
29505228.1235,163140272
29505338.1640,163145225
29524762.1155,163576276
29505210.1115,163139881
29505228.1410,163140287
29504032.1748,163121461
29503979.1710,163120667
29503505.1230,163118096
29525185.1845,163582894
29524762.1340,163576282
29525330.1816,163585312
29524762.1230,163576278
29535636.2146,163849713
29481397.1932,162615079
29481397.2004,162615080
29481397.2035,162615081
29481397.2106,162615082
29481397.2137,162615083
29481397.2208,162615084
29481397.2239,162615085
29481400.2300,162615090
29481400.2330,162615093
29481400.2357,162615096
29481400.0025,162615099
29481400.0053,162615102
29481400.0121,162615105
29481400.0149,162615108
29481400.0217,162615111
29484769.1315,162672501
29481414.0140,162615159
29481414.0210,162615162
29481414.0238,162615165
29484769.1345,162672506
29481414.0306,162615168
29484769.1415,162672511
29481414.0334,162615171
29481414.0402,162615174
29484769.1445,162672516
29481414.0430,162615177
29494373.1815,162885515
29494373.1715,162885513
29494373.1915,162885517
29494373.1745,162885514
29494373.1845,162885516
29494373.1945,162885518
29481423.2200,162615190
29494373.2045,162885520
29481423.2227,162615193
29481423.2255,162615196
29494378.1710,162885532
29494378.1737,162885533
29481423.2325,162615199
29494378.1804,162885534
29494378.1831,162885535
29481423.2354,162615202
29494378.1858,162885536
29494378.1925,162885537
29481423.0023,162615205
29494378.1952,162885538
29481423.0052,162615208
29481423.0120,162615211
29494378.2019,162885539
29481425.0007,162615215
29476269.1250,162516913
29481425.0035,162615218
29481425.0103,162615221
29476269.1320,162516918
29481425.0131,162615224
29476269.1355,162516923
29481425.0159,162615227
29481425.0227,162615230
29476269.1425,162516928
29481425.0255,162615233
29496431.1940,162926531
29481425.0323,162615236
29476269.1500,162516933
29496431.2018,162926534
29481425.0351,162615239
29496431.2051,162926537
29476269.1535,162516938
29496431.2124,162926540
29476269.1605,162516943
29496431.2157,162926543
29496431.2226,162926546
29476269.1635,162516948
29496431.2255,162926549
29480447.1615,162598868
29496431.2324,162926552
29480447.1650,162598873
29480447.1720,162598878
29480447.1750,162598883
29480447.1820,162598888
29480447.1850,162598893
29480447.1920,162598898
29496437.1700,162926585
29496437.1835,162926588
29496437.1907,162926589
29496437.1939,162926590
29496437.2011,162926591
29496437.2043,162926592
29496437.1804,162926587
29496437.1733,162926586
29503883.1948,163120379
29500888.2050,163024905
29500888.2118,163024908
29503979.1737,163120668
29500888.2146,163024911
29500888.2214,163024914
29500888.2242,163024917
29500888.2310,163024920
29500888.2338,163024923
29500888.0006,163024926
29494384.2200,162885727
29494384.2227,162885730
29494384.2255,162885733
29494384.2325,162885736
29494384.2354,162885739
29494384.0023,162885742
29494384.0052,162885745
29494384.0120,162885748
29465454.1715,162320551
29465454.1745,162320552
29465454.1815,162320553
29465454.1845,162320554
29465454.1915,162320555
29465454.1945,162320556
29465454.2015,162320557
29503505.1040,163118090
29504032.1816,163121464
29504002.1816,163121314
29525121.1715,163581729
29465454.2045,162320558
29571800.0030,164791578
29482580.1250,162631921
29482580.1325,162631926
29482580.1400,162631931
29482580.1435,162631936
29482580.1510,162631941
29494401.0007,162885897
29482580.1545,162631946
29494401.0035,162885900
29482580.1620,162631951
29494401.0103,162885903
29494401.0131,162885906
29482580.1650,162631956
29494401.0159,162885909
29494401.0227,162885912
29494401.0255,162885915
29503979.1804,163120669
29494401.0323,162885918
29494401.0351,162885921
29472787.1555,162443587
29472787.1630,162443592
29472787.1730,162443602
29472787.1800,162443607
29472787.1830,162443612
29497747.1240,162959712
29472787.1900,162443617
29497747.1315,162959717
29497747.1350,162959722
29472787.1930,162443622
29497747.1425,162959727
29466333.1320,162328944
29497747.1500,162959733
29466333.1350,162328949
29497747.1535,162959738
29466333.1420,162328954
29497747.1610,162959743
29466333.1455,162328959
29466333.1530,162328964
29466333.1605,162328969
29466333.1635,162328974
29465473.1710,162320875
29465473.1737,162320876
29465473.1804,162320877
29465473.1831,162320878
29465473.1858,162320879
29465473.1925,162320880
29465473.1952,162320881
29465473.2019,162320882
29463603.1240,162288123
29497384.1235,162951678
29463603.1315,162288128
29463603.1350,162288133
29463603.1425,162288138
29463603.1455,162288143
29463603.1530,162288148
29463603.1605,162288153
29463603.1635,162288158
29465091.1445,162329131
29483642.1715,162656936
29483642.1745,162656937
29483642.1815,162656938
29483642.1845,162656939
29483642.1915,162656940
29483642.1945,162656941
29483642.2015,162656942
29483642.2045,162656943
29479655.2106,162588879
29479655.2137,162588882
29474377.1930,162485131
29491444.1250,162821049
29491444.1325,162821054
29491444.1355,162821059
29491444.1430,162821064
29497789.1225,162960333
29491444.1500,162821069
29497789.1300,162960338
29491444.1530,162821074
